,X.1,X,embryo,yolk_area,embryo_area,yolk_embryo_ratio,mom,Treatment,Day_of_Exp,Julian_date,Elevation
1194,468,5,5,697318,3691566,0.188894903,Lower zone WINTER 7,Control,13,24,Lower
1195,469,6,6,691433,3666672,0.188572362,Lower zone WINTER 7,Control,13,24,Lower
1196,470,7,7,2488335,3593694,0.692417051,Lower zone WINTER 7,Control,13,24,Lower
1197,471,8,8,635464,3777527,0.168222226,Lower zone WINTER 7,Control,13,24,Lower
1198,472,9,9,573775,3688116,0.155574011,Lower zone WINTER 7,Control,13,24,Lower
1199,473,10,10,530663,3691651,0.143746795,Lower zone WINTER 7,Control,13,24,Lower
1200,474,11,11,544417,3757844,0.144874827,Lower zone WINTER 7,Control,13,24,Lower
1201,475,12,12,609390,3858738,0.157924689,Lower zone WINTER 7,Control,13,24,Lower
1202,547,1,1,240981,4012817,0.060052826,Lower zone WINTER 7,Control,21,32,Lower
1203,548,2,2,109987,4163591,0.02641638,Lower zone WINTER 7,Control,21,32,Lower
1204,549,3,3,121639,3988385,0.030498309,Lower zone WINTER 7,Control,21,32,Lower
1205,550,4,4,302389,4113412,0.073512938,Lower zone WINTER 7,Control,21,32,Lower
1206,551,5,5,156657,4127593,0.037953597,Lower zone WINTER 7,Control,21,32,Lower
1207,552,6,6,246654,4209179,0.058599076,Lower zone WINTER 7,Control,21,32,Lower
1208,553,7,7,1650372,3846269,0.429083873,Lower zone WINTER 7,Control,21,32,Lower
1209,554,8,8,179025,4269305,0.041933055,Lower zone WINTER 7,Control,21,32,Lower
1210,555,9,9,79047,4060716,0.019466271,Lower zone WINTER 7,Control,21,32,Lower
1211,556,10,10,189558,4145462,0.045726628,Lower zone WINTER 7,Control,21,32,Lower
1212,557,11,11,100352,4155364,0.02414999,Lower zone WINTER 7,Control,21,32,Lower
1213,558,12,12,188114,4191367,0.0448813,Lower zone WINTER 7,Control,21,32,Lower
1214,917,1,1,1000922,3351669,0.298633904,Lower zone WINTER 7,Heat Shock,4,15,Lower
1215,918,2,2,1133973,3301424,0.343479965,Lower zone WINTER 7,Heat Shock,4,15,Lower
1216,919,3,3,1299285,3459461,0.375574403,Lower zone WINTER 7,Heat Shock,4,15,Lower
1217,920,4,4,1006068,3424037,0.293825096,Lower zone WINTER 7,Heat Shock,4,15,Lower
1218,921,5,5,1000632,3301189,0.303112606,Lower zone WINTER 7,Heat Shock,4,15,Lower
1219,922,6,6,1213111,3367324,0.36025966,Lower zone WINTER 7,Heat Shock,4,15,Lower
1220,923,7,7,1048369,3393705,0.308915772,Lower zone WINTER 7,Heat Shock,4,15,Lower
1221,924,8,8,1038819,3429243,0.302929539,Lower zone WINTER 7,Heat Shock,4,15,Lower
1222,925,9,9,1004374,3021636,0.332394107,Lower zone WINTER 7,Heat Shock,4,15,Lower
1223,926,10,10,1428007,3206248,0.445382578,Lower zone WINTER 7,Heat Shock,4,15,Lower
1224,927,11,11,1055317,3492841,0.302137143,Lower zone WINTER 7,Heat Shock,4,15,Lower
1225,928,12,12,1370378,3274395,0.418513344,Lower zone WINTER 7,Heat Shock,4,15,Lower
1226,1013,1,1,651016,3665171,0.177622272,Lower zone WINTER 7,Heat Shock,12,23,Lower
1227,1014,2,2,688822,3652480,0.188590218,Lower zone WINTER 7,Heat Shock,12,23,Lower
1228,1015,3,3,669528,3783610,0.176954813,Lower zone WINTER 7,Heat Shock,12,23,Lower
1229,1016,4,4,496939,3468299,0.143280323,Lower zone WINTER 7,Heat Shock,12,23,Lower
1230,1017,5,5,612410,3678229,0.166495887,Lower zone WINTER 7,Heat Shock,12,23,Lower
1231,1018,6,6,715952,3619855,0.197784718,Lower zone WINTER 7,Heat Shock,12,23,Lower
1232,1019,7,7,732002,3767516,0.194293004,Lower zone WINTER 7,Heat Shock,12,23,Lower
1233,1020,8,8,788229,3769617,0.209100553,Lower zone WINTER 7,Heat Shock,12,23,Lower
1234,1021,9,9,637263,3751890,0.169851195,Lower zone WINTER 7,Heat Shock,12,23,Lower
1235,1022,10,10,788516,3532473,0.223219257,Lower zone WINTER 7,Heat Shock,12,23,Lower
1236,1023,11,11,628575,3745987,0.167799568,Lower zone WINTER 7,Heat Shock,12,23,Lower
1237,1024,12,12,760491,3563872,0.213388977,Lower zone WINTER 7,Heat Shock,12,23,Lower
1238,1099,1,1,86331,4147860,0.020813383,Lower zone WINTER 7,Heat Shock,21,32,Lower
1239,1100,2,2,116109,4074343,0.028497601,Lower zone WINTER 7,Heat Shock,21,32,Lower
1240,1101,3,3,88058,4381449,0.020097917,Lower zone WINTER 7,Heat Shock,21,32,Lower
1241,1102,4,4,171335,4430361,0.038672921,Lower zone WINTER 7,Heat Shock,21,32,Lower
1242,1103,5,5,101958,4282225,0.023809585,Lower zone WINTER 7,Heat Shock,21,32,Lower
1243,1104,6,6,186946,4323774,0.043236765,Lower zone WINTER 7,Heat Shock,21,32,Lower
1244,1105,7,7,41543,4244136,0.009788329,Lower zone WINTER 7,Heat Shock,21,32,Lower
1245,1106,8,8,135522,4211604,0.032178239,Lower zone WINTER 7,Heat Shock,21,32,Lower
1246,1107,9,9,47323,4379053,0.010806674,Lower zone WINTER 7,Heat Shock,21,32,Lower
1247,1108,10,10,248158,4094187,0.060612278,Lower zone WINTER 7,Heat Shock,21,32,Lower
1248,1109,11,11,109594,4369565,0.025081215,Lower zone WINTER 7,Heat Shock,21,32,Lower
1249,1110,12,12,202082,4195141,0.048170491,Lower zone WINTER 7,Heat Shock,21,32,Lower
1250,381,1,1,206408,4045996,0.051015374,Lower zone WINTER 8,Control,6,17,Lower
1251,382,2,2,279278,3869895,0.072166816,Lower zone WINTER 8,Control,6,17,Lower
1252,383,3,3,235231,4009222,0.058672481,Lower zone WINTER 8,Control,6,17,Lower
1253,384,4,4,128611,3835044,0.03353573,Lower zone WINTER 8,Control,6,17,Lower
1254,385,5,5,241849,4091731,0.059106769,Lower zone WINTER 8,Control,6,17,Lower
1255,386,6,6,217926,3927649,0.055485101,Lower zone WINTER 8,Control,6,17,Lower
1256,387,7,7,237575,4116381,0.057714531,Lower zone WINTER 8,Control,6,17,Lower
1257,388,8,8,463048,4362369,0.106145995,Lower zone WINTER 8,Control,6,17,Lower
1258,389,9,9,116432,3623780,0.032129986,Lower zone WINTER 8,Control,6,17,Lower
1259,390,10,10,181309,3463320,0.052351212,Lower zone WINTER 8,Control,6,17,Lower
1260,391,11,11,301844,3886317,0.077668394,Lower zone WINTER 8,Control,6,17,Lower
1261,392,12,12,371693,3864237,0.096187941,Lower zone WINTER 8,Control,6,17,Lower
1262,476,1,1,159,4400435,3.61327914172122e-05,Lower zone WINTER 8,Control,13,24,Lower
1263,929,1,1,262564,3976024,0.066036825,Lower zone WINTER 8,Heat Shock,4,15,Lower
1264,930,2,2,460342,4036487,0.114045208,Lower zone WINTER 8,Heat Shock,4,15,Lower
1265,931,3,3,431936,3865235,0.111748962,Lower zone WINTER 8,Heat Shock,4,15,Lower
1266,932,4,4,436304,3959650,0.110187517,Lower zone WINTER 8,Heat Shock,4,15,Lower
1267,933,5,5,508818,4097581,0.124175215,Lower zone WINTER 8,Heat Shock,4,15,Lower
1268,934,6,6,318303,4020563,0.079168763,Lower zone WINTER 8,Heat Shock,4,15,Lower
1269,935,7,7,357315,3826215,0.093386022,Lower zone WINTER 8,Heat Shock,4,15,Lower
1270,936,8,8,602223,3879432,0.155234839,Lower zone WINTER 8,Heat Shock,4,15,Lower
1271,937,9,9,346527,3790970,0.091408531,Lower zone WINTER 8,Heat Shock,4,15,Lower
1272,938,10,10,437773,4066842,0.107644457,Lower zone WINTER 8,Heat Shock,4,15,Lower
1273,939,11,11,469125,3939475,0.119083127,Lower zone WINTER 8,Heat Shock,4,15,Lower
1274,940,12,12,463495,3952954,0.117252819,Lower zone WINTER 8,Heat Shock,4,15,Lower
1275,1025,1,1,3986,4211217,0.00094652,Lower zone WINTER 8,Heat Shock,12,23,Lower
1276,1026,2,2,6718464,4394884,1.528701099,Lower zone WINTER 8,Heat Shock,12,23,Lower
1277,1027,3,3,6718464,3982353,1.687058882,Lower zone WINTER 8,Heat Shock,12,23,Lower
